MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,hour,day_of_week,month,status_encoded,anomaly
367145870,2024-01-01 23:53:36,41.56091,-70.26207,34.4,320.3,321.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,23,0,1,8,-1
367145870,2024-01-01 23:59:48,41.61503,-70.29125,34.3,355.4,0.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,23,0,1,8,-1
367145870,2024-01-01 23:55:40,41.57732,-70.27657,34.2,331.5,335.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,23,0,1,8,-1
367145870,2024-01-01 22:17:38,41.58699,-70.28345,33.4,168.0,167.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,22,0,1,8,-1
367145870,2024-01-01 22:19:42,41.57008,-70.27225,33.2,149.9,150.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,22,0,1,8,-1
367145870,2024-01-01 22:25:54,41.52045,-70.23414,33.3,151.7,152.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,22,0,1,8,-1
367145870,2024-01-01 22:34:10,41.45335,-70.18645,33.2,158.3,160.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,22,0,1,8,-1
367145870,2024-01-01 22:46:34,41.34646,-70.12948,33.4,154.2,154.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,22,0,1,8,-1
367145870,2024-01-01 22:52:46,41.29608,-70.09497,24.9,159.5,160.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,22,0,1,8,-1
367145870,2024-01-01 23:28:48,41.3513,-70.12285,33.9,337.0,339.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,23,0,1,8,-1
367145870,2024-01-01 23:33:58,41.39645,-70.14651,33.9,337.4,340.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,23,0,1,8,-1
367145870,2024-01-01 23:35:00,41.40547,-70.15146,34.0,339.9,344.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,23,0,1,8,-1
367145870,2024-01-01 23:36:02,41.41459,-70.15615,34.1,336.6,339.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,23,0,1,8,-1
367145870,2024-01-01 23:41:12,41.4592,-70.1835,34.4,328.2,332.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,23,0,1,8,-1
367145870,2024-01-01 23:52:34,41.55295,-70.25441,34.1,330.2,333.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,23,0,1,8,-1
367145870,2024-01-01 13:34:06,41.56654,-70.27421,34.2,160.0,161.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,13,0,1,8,-1
367145870,2024-01-01 13:35:08,41.55754,-70.2696,34.2,158.7,161.0,IYANOUGH,IMO9375719,WDD4527,60.0,9.0,47.0,12.0,1.6,49.0,A,13,0,1,8,-1
